,place_api_company_name,bovag_matched_name,bovag_matched_name_score,place_api_address,bovag_matched_address,bovag_matched_address_score,formatted_phone_number,Bovag_Matched_Telephone,Bovag_Matched_Telephone_score,overall_similarity_score,formatted_address,place_id,plus_code,rating,reference,scope,types,user_ratings_total,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,opening_hours,permanently_closed,price_level,photos,kvk_search_text,kvk_tradename,kvk_partnership_name,kvk_chamber_of_commerce,kvk_establishment_no,kvk_Address,kvk_other,Reviews,poitive_reviews,negative_reviews,duplicate_location,irregularities,duplicates_found,Bovag_registered,KVK_found,company_ratings
10,db scooters,dbr bv,0.352941176,rottumsestraat 39a,Lelystraat 53 ,0.5625,06 17248477,0184-613200,0,0.305147059,"Rottumsestraat 39A, 2583 HH Den Haag, Netherlands",ChIJs9b0f-2wxUcRrYEkMVU3Rl8,"{'compound_code': '37R5+72 The Hague, Netherlands', 'global_code': '9F4637R5+72'}",5,ChIJs9b0f-2wxUcRrYEkMVU3Rl8,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",4,OPERATIONAL,"{'location': {'lat': 52.0906842, 'lng': 4.2575609}, 'viewport': {'northeast': {'lat': 52.0920220302915, 'lng': 4.258932280291501}, 'southwest': {'lat': 52.0893240697085, 'lng': 4.256234319708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105411670084870247412"">Db Scooters</a>'], 'photo_reference': 'AeJbb3drHb3beWNPnOU7zYydMJPN3_mWIyb6pIJ48tb0hYTwgjOptgx6TqnSsVClxS7XXXZWC36w7H7Z13VYgBcDrz9SjvAziFLtXZPixKW65RZsqokyEzxwm0rUIxdHCINakkHKHe0mGiUd-WqypHyw1f0Hq5pEIijN66xzht0gxFMV9pv5', 'width': 3840}]",Db Scooters,db-scooters,Scooter Vos,62615076,31606970,Rottumsestraat 39 A 2583HH s-Gravenhage Brakman 70 Unit 3 5047SW Tilburg Schietbaanweg 5 7521CX Enschede Landsteinerlaan 11 5644DB Eindhoven de Veurden 5 7134NP Vragender Westhove 322 1187DB Amstelveen De Weeme 12 A 8421DB Oldeberkoop Hovenierstraat 25 2671DB Naaldwijk Brouwersveld 4 7031DB Wehl Eerdsebaan 14 A 5482DB Schijndel,62615076 0000 000031606970 scooters . db-scooters Detailhandel in en reparatie van motorfietsen en onderdelen daarvan Www. db -occasions.nl Eenmanszaak De kleinhandel (winkel) ... 78077036 0000 000045729204 scooters  scooters FMK import DB  Scooters B.V. Detailhandel in en reparatie van motorfietsen en onderdelen daarvan Groothandel in fietsen en bromfietsen ... 69117071 0000 000037493582 Scooter Service Twente Scooter Vos Schietbaanweg 2 7521DB Enschede Ingenieurs en overig technisch ontwerp en advies Vennootschap onder firma ... 80651496 0000 000046995099 scooter  scooters  scooters  Scooter LAB Landsteinerlaan 11 5644DB Eindhoven Winkels in fietsen en bromfietsen Reparatie van overige ... 77204050 0000 000044920172 scooters  D.B . Handelsonderneming Verhuur en lease van overige machines en werktuigen en van overige goederen (geen automaten) Reparatie van ... 86575430 0000 000052543242 Westhove 322 1187DB Amstelveen Uitoefenen van een detailhandelsonderneming in fietsen en scooters zowel met als zonder elektrische aandrijving ... 01088000 0000 000009974466 Coulant Touring De Weeme 12 A 8421DB Oldeberkoop Ongeregeld personenvervoer over de weg Goederenvervoer over de weg (geen verhuizingen) Verhuur en lease ... 81232896 0000 000047542543 Scooter L.T.J. Handelsonderneming Hovenierstraat 25 2671DB Naaldwijk Detailhandel in en reparatie van motorfietsen en onderdelen daarvan ... 09042676 0000 000003089673 scooters Ter Heerdt B.V. Brouwersveld 4 7031DB Wehl Financiële holdings Detailhandel via internet in overige non-food www.tweewieler.com Besloten ... 82174288 0000 000048424625 Eerdsebaan 14 A 5482DB Schijndel Handel in en reparatie van motorfietsen (elektrische) fietsen bromfietsen scooters en onderdelen daarvan ...,"['Friendly guy lots of knowledge and experience Good service and decent prices Recommended', 'Good service customer friendly Top']",2,0,Null,Yes,No,No,Yes,Yes
11,autoruitdirect b.v.,autounit b.v.,0.75,doctor lelykade 248,De Heldinnenlaan 207 ,0.15,043 326 3539,0348-430100,0,0.3,"Doctor Lelykade 248, 2583 CP Den Haag, Netherlands",ChIJc-hxmJSwxUcR0bVGEb3liss,"{'compound_code': '37V8+J4 The Hague, Netherlands', 'global_code': '9F4637V8+J4'}",Null,ChIJc-hxmJSwxUcR0bVGEb3liss,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0940902, 'lng': 4.265321899999999}, 'viewport': {'northeast': {'lat': 52.0954248302915, 'lng': 4.266525530291502}, 'southwest': {'lat': 52.0927268697085, 'lng': 4.263827569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,AutoruitDirect B.V.,AutoruitDirect B.V.,Null,14071425,489751,Visafslagweg 2 A 2583DM s-Gravenhage Rechtspersoon,14071425 0000 000000489751 AutoruitDirect  B.V. Reparatie van specifieke auto-onderdelen www. autoruitdirect .nl Besloten vennootschap met gewone structuur Montagebedrijf voor ... 14071425 817690281 AutoruitDirect  B.V. Besloten vennootschap met gewone structuur,['Null'],0,0,Null,Yes,No,No,Yes,No
12,tdsl netherlands bv,dms diesel engine service,0.181818182,hellingweg 96b,Sopraanweg 9 ,0.444444444,088 511 7480,0180-487284,0,0.208754209,"Hellingweg 96b, 2583 WH Den Haag, Netherlands",ChIJGW7_xv-2xUcR8hq8IMY02pA,"{'compound_code': '37W7+CV The Hague, Netherlands', 'global_code': '9F4637W7+CV'}",Null,ChIJGW7_xv-2xUcR8hq8IMY02pA,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0960754, 'lng': 4.2646468}, 'viewport': {'northeast': {'lat': 52.0973889802915, 'lng': 4.266061880291503}, 'southwest': {'lat': 52.0946910197085, 'lng': 4.263363919708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': False},Null,Null,"[{'height': 618, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103326671836901841418"">TDSL Nederland BV</a>'], 'photo_reference': 'AeJbb3f67NrK8WN-n5BWJVtqjqA2dXrfaGZp_aIwDGkmjV3CjKqtIcWMNoFBTw4OiNYJrVXk_cTGoeH5qC5A9EdIB_UqbKNzjs7iJ6WbDLfk1WmQM6iBfO9u903H8NutBYa3p6wR-W7mH7OyV_MhfHPb782L_Vq9ro7EFn91zGV9Z9oqJGe9', 'width': 828}]",TDSL Nederland BV,TDSL Nederland B.V.,Null,27236792,18253563,Hellingweg 96 B 2583WH s-Gravenhage Rechtspersoon,27236792 0000 000018253563 TDSL  Nederland  B.V . Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen Groothandel en handelsbemiddeling in ... 27236792 811531429 TDSL  Nederland  B.V . Besloten vennootschap met gewone structuur,['Null'],0,0,Null,Yes,No,No,Yes,No
13,italia auto corse the alfa romeo and fiat specialist from the hague,the white italian automobiles t.h.o.d.n. asn car damage service de white lead south,0.333333333,90 sonoy street,Rooseveltstraat 4 ,0.363636364,070 354 1842,715769437,0,0.232323232,"Sonoystraat 90, 2581 VP Den Haag, Netherlands",ChIJ3afUX-qwxUcR9AxP6zND4UA,"{'compound_code': '37R9+3F The Hague, Netherlands', 'global_code': '9F4637R9+3F'}",4.6,ChIJ3afUX-qwxUcR9AxP6zND4UA,GOOGLE,"['car_repair', 'car_dealer', 'store', 'point_of_interest', 'establishment']",43,OPERATIONAL,"{'location': {'lat': 52.090143, 'lng': 4.268643}, 'viewport': {'northeast': {'lat': 52.09153433029149, 'lng': 4.269961080291503}, 'southwest': {'lat': 52.0888363697085, 'lng': 4.267263119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111109861104809105860"">Italia Auto Corse De Alfa Romeo en Fiat specialist van Den Haag</a>'], 'photo_reference': 'AeJbb3fsEFLZxnomANhTuWuMkBkfYwpzJ0elolYW_WRaIwUJnPKT_giP4D91J4d6Ms8Tabw9WlLhKgDi7mL0P3lBwToeB3DF7WAq4lT2vig9deQb2a2DRg_9k2KZl-acqP2Q1N_LuTfn6j8zEC3k9-wvfSKPhDJrfXOF4Hr8Abyvdn-7ZoyB', 'width': 2048}]",Italia Auto Corse De Alfa Romeo en Fiat specialist van Den Haag,Null,Null,Null,Null,Null,Null,"['I have been coming to these 2 gentlemen with various Alfas for almost 20 years We are always there for you and will continue until the problem is solved to your satisfaction You can certainly come here for the older types of Alfas', 'Super garage Quick service Think along with you Very reliable Good pricequality', 'Great Alfa garage', 'Honest and reliable garage and not just for Alfa Romeo Erik and Ronald are by the way the best for Alfa Romeo', 'Nice options and good help']",5,0,Null,Yes,No,No,No,Yes
14,biking lane,the cool biking company b.v.,0.461538462,wieringsestraat 256,Van Beekstraat 7 ,0.5,06 53818498,207722130,0,0.320512821,"Wieringsestraat 256, 2583 VG Den Haag, Netherlands",ChIJzYOQ7YaxxUcRKMCQeezu2xQ,"{'compound_code': '37Q3+PM The Hague, Netherlands', 'global_code': '9F4637Q3+PM'}",Null,ChIJzYOQ7YaxxUcRKMCQeezu2xQ,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0893295, 'lng': 4.2541975}, 'viewport': {'northeast': {'lat': 52.0906069802915, 'lng': 4.255677630291501}, 'southwest': {'lat': 52.0879090197085, 'lng': 4.252979669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Null,Null,Null,Null,Biking Lane,Dunethorp | Shipping Lane | Biking Lane | Mixing Lane | Retiring Lane | Competence Lane | Dunethorp Fiscale Oudedagsreserve A. van der Harst,Null,27247971,9942807,Wieringsestraat 256 2583VG s-Gravenhage,27247971 0000 000009942807 Dunethorp Shipping Lane Overige specialistische zakelijke dienstverlening Detailhandel in en reparatie van motorfietsen en onderdelen daarvan ...,['Null'],0,0,Null,Yes,No,No,Yes,No
15,traditional piano tuning,international car cleaning pitlo b.v.,0.459016393,ruychaverstraat 46,Mercuriusweg 18 ,0.235294118,06 46015845,070-3838321,0,0.231436837,"Ruychaverstraat 46, 2581 VT Den Haag, Netherlands",ChIJpfIvZOqwxUcR8DhI1dogQgY,"{'compound_code': '37Q9+VJ The Hague, Netherlands', 'global_code': '9F4637Q9+VJ'}",Null,ChIJpfIvZOqwxUcR8DhI1dogQgY,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.089729, 'lng': 4.269097}, 'viewport': {'northeast': {'lat': 52.0911133302915, 'lng': 4.270435630291503}, 'southwest': {'lat': 52.0884153697085, 'lng': 4.267737669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,Traditional Piano Tuning,Traditional Piano Tuning,Null,54629039,24373966,Ruychaverstraat 46 2581VT s-Gravenhage,54629039 0000 000024373966 Traditional  Piano  Tuning Reparatie van overige consumentenartikelen Eenmanszaak Piano stemmen en reparaties,['Null'],0,0,Null,Yes,No,No,Yes,No
16,garage company j. van der wal,jwa autoservice,0.136363636,ruychaverstraat 11+15a,Jan van der Heijdenstraat 20 ,0.431372549,070 355 5020,0186-627970,0,0.189245395,"Ruychaverstraat 11+15A, 2581 VR Den Haag, Netherlands",ChIJ12ULY-qwxUcRrVuhDHBYOtg,"{'compound_code': '37Q9+VR The Hague, Netherlands', 'global_code': '9F4637Q9+VR'}",4.3,ChIJ12ULY-qwxUcRrVuhDHBYOtg,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",11,OPERATIONAL,"{'location': {'lat': 52.0897273, 'lng': 4.269504}, 'viewport': {'northeast': {'lat': 52.0911332302915, 'lng': 4.270837730291503}, 'southwest': {'lat': 52.0884352697085, 'lng': 4.268139769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,Garagebedrijf J. van der Wal,Garagebedrijf J. van der Wal,Garagebedrijf J. van der Wal,27036788,13437623,Ruychaverstraat 11 +15A 2581VR s-Gravenhage,27036788 0000 000013437623 Garagebedrijf  J. van der  Wal Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Vennootschap onder firma ...,"['I have been helped tremendously', 'Have been a customer for 40 years Various cars well and professionally repaired and maintenance Too bad he quits', 'That man is a money wolf he cheated on me a lot Those reviews are posted by acquaintances', 'Been a customer here for over 10 yearsFriendly man who has a good view of the repair and inspection of the car Also very knowledgeableHighly recommended if you are looking for a reliable garage for a fair price', 'Lots of money lost on big turn plus apkhe calls that a year turn no longer next time I do not recommend this company']",2,3,Null,Yes,No,No,Yes,Yes
17,automotive company boer,wildeboer haaglanden car damage specialist,0.184615385,8-10 sonoy street,Het Ambacht 5 ,0.129032258,070 365 5944,105917653,0,0.104549214,"Sonoystraat 8-10, 2581 VL Den Haag, Netherlands",ChIJdarTK8CwxUcRoz6x2EteG30,"{'compound_code': '37RC+56 The Hague, Netherlands', 'global_code': '9F4637RC+56'}",5,ChIJdarTK8CwxUcRoz6x2EteG30,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",6,OPERATIONAL,"{'location': {'lat': 52.0903793, 'lng': 4.2706133}, 'viewport': {'northeast': {'lat': 52.09174488029149, 'lng': 4.271957330291501}, 'southwest': {'lat': 52.08904691970849, 'lng': 4.269259369708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 763, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104263412415913461370"">Mike Boer</a>'], 'photo_reference': 'AeJbb3ebkWAHyE2gxqPy90BoM-67BspB-x_wGnGMvEOQ8EvgwRpEQfZCABH7K3ZDRtOKxJR9uL5rdYTmbA09BJuQ_jm2lE1qgpx_RcAtlmYslf2MR2Wj5cUAJWxJiavWNqVa5iVkX2Ac9dxgASTT4FJiBKVh3IMZ7LKi4j9of4BP40vmdrog', 'width': 1200}]",Automobielbedrijf Boer,Automobielbedrijf Boer,Automobielbedrijf Firma D. de Boer,27060090,3705412,Sonoystraat 10 2581VL s-Gravenhage Kade 6 8855HZ Sexbierum t Zand 30 4254XP Sleeuwijk,27060090 0000 000003705412 Automobielbedrijf  Boer Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Eenmanszaak Garagebedrijf 01037349 0000 000002244012 Automobielbedrijf Firma D. de Boer Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Vennootschap onder ... 18126076 0000 000015681432 automobielbedrijf Autotechniek Den Boer B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ...,"['A mechanic who took a good look at my car and made it fantastic The car drives like new again', 'Excellent garage and service Ive been coming there myself for over 25 years with different cars and never had a negative experience']",2,0,Null,Yes,No,No,Yes,Yes
18,bentinck garage,bentinck garage,1,"frankenstraat 61, 63a",Frankenstraat 61 ,0.842105263,070 355 6048,070-3556048,1,0.947368421,"Frankenstraat 61, 63a, 2582 SH Den Haag, Netherlands",ChIJKUvIRb6wxUcRIczLJn_5_bI,"{'compound_code': '37WF+F8 The Hague, Netherlands', 'global_code': '9F4637WF+F8'}",4.3,ChIJKUvIRb6wxUcRIczLJn_5_bI,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",46,OPERATIONAL,"{'location': {'lat': 52.0961579, 'lng': 4.2733738}, 'viewport': {'northeast': {'lat': 52.0974627802915, 'lng': 4.274778380291502}, 'southwest': {'lat': 52.09476481970851, 'lng': 4.272080419708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111857292854688040834"">KISS marketing &amp; sales</a>'], 'photo_reference': 'AeJbb3c1M_xIfong1uigT_-AX9cOZ1BMGr8WKRaSct_3uCmFO3mCBjUrSTkQ17l1NC9jbcDZwyj8Z6J7-mK6-kzRM1FCHaSskQ58ejKqpjcT34KrVnzoq0GjWz3vucziYOm_bTeTZCCKVZ-kOZumXg4xN4x6HIC-9NqOvtwjXdQ2daykny86', 'width': 5184}]",Bentinck Garage,Bentinck Garage,Null,27176725,8353182,Frankenstraat 61 2582SH s-Gravenhage,27176725 0000 000008353182 Bentinck  Garage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Eenmanszaak Garagebedrijf annex ...,"['The best garage for Volvo and Saab They are friendly clear about The work that needs to be done on the car and excellent service They really know the Saab inside out', 'Super', 'I had an issue with my alternator which also required a software upgrade that can only by done by an official Volvo dealer The people at Bentinck identified the issue for me and wrote down the number version and exact part that needs to be replaced and pointed me to the Volvo dealer very nice service and I didnt get charged most definitely will go there again for the usual maintenance', 'Garage with knowledge about the Swedish car sMy Volvo drives like a charm againTo France and back again', 'Good fast clear My Volvo goes here more often']",4,1,Null,No,No,Yes,Yes,Yes
19,the panel & paint shop v.o.f.,kane's pitstop,0.465116279,korbootstraat 3-b,Zuideinde 45 ,0.066666667,070 358 7177,06-82363316,0,0.177260982,"Korbootstraat 3-B, 2583 CT Den Haag, Netherlands",ChIJCVxCgpewxUcRyJvSIDzm9w8,"{'compound_code': '4739+6M The Hague, Netherlands', 'global_code': '9F464739+6M'}",4.8,ChIJCVxCgpewxUcRyJvSIDzm9w8,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",9,OPERATIONAL,"{'location': {'lat': 52.10303449999999, 'lng': 4.2691402}, 'viewport': {'northeast': {'lat': 52.10441033029149, 'lng': 4.270528580291503}, 'southwest': {'lat': 52.10171236970849, 'lng': 4.267830619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,The Panel & Paint Shop V.O.F.,Null,Null,Null,Null,Null,Null,"['The owner is super friendly to us and helped out immediatelyIt is not easy to find a store these days with such flexibility as wellI recommend this store if you want to have your car fixedYou will not be disappointed', 'I found the owner of this shop to not only be friendly and honest but very forthcoming as well He did an excellent paint job on our car and gave us insightful and wellmeant advise on how to deal with the damages to our car Very downtoearth and practical and a real lifesaver', 'Great Customer Service Experience   We were passing by with a squeaky baby carriage and looking for machine oil to buy couldnt find any  The kind owner of this workshop lubricated the axle and bearings and didnt charge us a cent for this service', 'Gerbrand made the damage to our ds3 insanely neatVery nice professional and for a very nice priceHighly recommendedEd and Martina', 'For the second time having a car of mine repaired The owner clearly has a heart for the business his work and customers Again a great job delivered The still difficult damage has been perfectly repaired Recommended']",4,1,Null,Yes,No,No,No,Yes
20,personalised4you,praise the engine,0.363636364,"westduinweg 1293, 1305",Voorsteven 1 -A,0.324324324,085 060 8213,06-81382470,0,0.229320229,"Westduinweg 1293, 1305, 2583 AW Den Haag, Netherlands",ChIJKaXVMgi6xUcRDQyO3ioM1fM,"{'compound_code': '472F+9P The Hague, Netherlands', 'global_code': '9F46472F+9P'}",Null,ChIJKaXVMgi6xUcRDQyO3ioM1fM,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.1009353, 'lng': 4.2743305}, 'viewport': {'northeast': {'lat': 52.1022460302915, 'lng': 4.275771680291502}, 'southwest': {'lat': 52.0995480697085, 'lng': 4.273073719708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117294094241159727038"">Personalised4You</a>'], 'photo_reference': 'AeJbb3caqURT_dVrLee2vSawZ5SiWrYCi28yFGyPrfH9ifJPE7XS5rehbNBmYkNci-aXeoevwODzf942SCYaY9nCf_pB0YutjVPnKelLL2pQIraEsIee97qIb9SP5f43-lir-CnyMFFfRXnoDW7qHTyZnRLdJ8C5KjceUSkWywpANNhWXPQC', 'width': 1440}]",Personalised4You,byJR | InReveal | Personalised4You | JRI | Dutch Water Experience,Null,53037170,22924485,Westduinweg 1297 2583AW s-Gravenhage,53037170 0000 000022924485 byJR Personalised4You Communicatie- en grafisch ontwerp Maken en uitgeven van geluidsopnamen Handel in en reparatie van personenautos en lichte ...,['Null'],0,0,Null,Yes,No,No,Yes,No
21,roll-in,diesel engines online b.v.,0.181818182,badhuisstraat 32,Augustapolder 11 ,0.303030303,06 23625443,0180-699273,0,0.161616162,"Badhuisstraat 32, 2584 HK Den Haag, Netherlands",ChIJWS6JgaSwxUcRrJ2_i7Hmkcs,"{'compound_code': '474H+6Q The Hague, Netherlands', 'global_code': '9F46474H+6Q'}",4.8,ChIJWS6JgaSwxUcRrJ2_i7Hmkcs,GOOGLE,"['point_of_interest', 'car_repair', 'establishment']",12,OPERATIONAL,"{'location': {'lat': 52.1055226, 'lng': 4.2794276}, 'viewport': {'northeast': {'lat': 52.1068704302915, 'lng': 4.280689180291501}, 'southwest': {'lat': 52.1041724697085, 'lng': 4.277991219708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,Roll-In,Roll-In,p-roll.in,27299487,15761290,Badhuisstraat 32 2584HK s-Gravenhage Zijlstraat 7 F 5382KE Vinkel Amsterdamsestraatweg 241 G 3551CD Utrecht Linnaeusstraat 52 BS 3553CG Utrecht Rosmarijnsteeg 4 H 1012RP Amsterdam Fannius Scholtenstraat 69 3 1051EV Amsterdam Zeelandiahoeve 233 1187MB Amstelveen Slûsleane 5 8408CB Lippenhuizen Dopplerlaan 6 E 9207HC Drachten-Azeven Nevenvestiging Nijverheidsweg-Noord 55 A 3812PK Amersfoort,27299487 0000 000015761290 Roll-In Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Handel in en reparatie van zwaardere ... 67188990 0000 000035752238 p- roll.in Payrolling (personeelsbeheer) Commanditaire vennootschap Payrolling en detacheren 84776749 0000 000050874306 Rollin Zorg Arbeidsbemiddeling Uitleenbureaus Vennootschap onder firma Bemiddelingsbureau tussen zelfstandige zorgprofessionals en ... 58971157 0000 000028294297 Rollin Raisa Dienstverlening voor uitvoerende kunst Eenmanszaak (Pre-)productionele werkzaamheden in de muziek en evenementenindustrie. 67944213 0000 000036429732 Rollin Barber Haarverzorging Eenmanszaak Barbier/kapper voor kantoren 69259070 0000 000037621378 Rollin Garden Markthandel in bloemen planten zaden en tuinbenodigdheden Eenmanszaak Het verkopen van bloemen op de markt (Flowertruck). 77354907 0000 000045061130 Rollin Heritage Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Reparatie van specifieke ... 01085592 0000 000016223373 Rollin Mountains B.V. Vervaardiging van metalen constructiewerken en delen daarvan Sportscholen Besloten vennootschap met gewone structuur De ... 01085592 0001 000016223381 Skischool Drachten Rollin Mountains B.V. Vervaardiging van metalen constructiewerken en delen daarvan Sportscholen Kantines en contractcatering ... 32167388 0000 000016593316 Wereld Keuken B.V. Rollin restaurant Hobbyclubs www.kookcollege.nl Besloten vennootschap met gewone structuur Het exploiteren van kookstudio(s) ...,"['Really good garage great service and specialist in VW T1T3 as well as many other old timers Highly recommend it', 'This garage has been a lifesaver for me When my car battery failed Did they drive up to me and make it Outstanding service I recommend everyone to go here', 'Nice garage with friendly owner Thinks along with you and gives good advice My T3 had two small dots for the MOT which I could solve myself after which the deregistration was a piece of cake', 'against the singing butcher I spent a few hours there last weekend as a sponsor for the elderly who are cared for by auntie knees in the Keizerstraat', 'Beautiful and good garage in the heart of Scheveningen']",4,1,Null,Yes,No,No,Yes,Yes
22,amicale facel holland b.v.,ames car company b.v. mile road Dordrecht,0.417910448,zwaardstraat 16,Mijlweg 33 ,0.153846154,070 324 8084,078-6321000,0,0.190585534,"Zwaardstraat 16, 2584 TX Den Haag, Netherlands",ChIJKWtl27ywxUcRHWLpryE1MwM,"{'compound_code': '472G+WF The Hague, Netherlands', 'global_code': '9F46472G+WF'}",Null,ChIJKWtl27ywxUcRHWLpryE1MwM,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.10234779999999, 'lng': 4.2762278}, 'viewport': {'northeast': {'lat': 52.10367403029149, 'lng': 4.277459630291503}, 'southwest': {'lat': 52.10097606970849, 'lng': 4.274761669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,Null,Amicale Facel Holland B.V.,Amicale Facel Holland Parts B.V.,Null,63126230,32072619,De Vesting 24 7722GA Dalfsen Rechtspersoon,63126230 0000 000032072619 Amicale  Facel  Holland Parts B.V. Detailhandel via internet in overige non-food Handel in en reparatie van personenautos en lichte bedrijfsautos ... 63126230 855103656 Amicale  Facel  Holland Parts B.V. Besloten vennootschap met gewone structuur,['Null'],0,0,Null,Yes,No,No,Yes,No
